,ru,en,fr
726,компенсация,compensation,dédommagement
727,компенсация,compensation,remboursement
728,компенсация,compensation,dommages-intérêts
729,компенсация,offset,compensation
730,компенсация,recompense,compensation
731,компенсация,recompense,dédommagement
732,компенсация,compensate,no_equality
733,компенсация,consideration,no_equality
734,компенсация,recoupment,dédommagement
735,возмещение,compensation,réparation
736,возмещение,compensation,remboursement
737,возмещение,compensation,indemnisation
738,возмещение,compensation,indemnité
739,возмещение,refund,remboursement
740,возмещение,refund,restitution
741,возмещение,recovery,recouvrement
742,возмещение,recovery,récupération
743,возмещение,consideration,no_equality
744,возмещение,reimbursable,no_equality
745,возмещение,offset,no_equality
746,возмещение,atonement,réparation
747,возмещение,recoupment,recouvrement
748,возмещение,recoupment,récupération
749,итоговый,total,total
750,итоговый,summary,no_equality
751,итоговый,final,final
752,итоговый,concluding,final
753,итоговый,grand,no_equality
754,обуза,liability,handicap
755,обуза,drag,no_equality
756,обуза,encumbrance,fardeau
757,объездить,travel,no_equality
758,объездить,tour,no_equality
759,объездить,visit,no_equality
760,летать,fly,voler
761,летать,fly,piloter
762,летать,fly,voyager
763,летать,navigate,piloter
764,уже,already,déjà
765,уже,already,maintenant
766,уже,already,désormais
767,уже,already,fait
768,уже,already,dès
769,уже,more,no_equality
770,уже,even,dès
771,уже,before,déjà
772,уже,by now,maintenant
773,уже,by now,désormais
774,зависание,hang,no_equality
775,зависание,hangup,no_equality
776,зависание,lockup,no_equality
777,зависание,lag,no_equality
778,зависание,freezing,no_equality
779,зависание,hover,no_equality
780,излучать,radiate,émettre
781,излучать,radiate,irradier
782,излучать,radiate,rayonner
783,излучать,ray,no_equality
784,излучать,shine,rayonner
785,излучать,radiant,no_equality
786,излучать,shed,répandre
787,излучать,irradiate,émettre
788,излучать,irradiate,irradier
789,излучать,irradiate,rayonner
790,Восток,East,est
791,Восток,East,orient
792,восток,eastern,no_equality
793,восток,eastward,no_equality
794,устойчивость,stability,résistance
795,устойчивость,stability,stabilité
796,устойчивость,stability,solidité
797,устойчивость,strength,résistance
798,устойчивость,strength,solidité
799,устойчивость,immunity,no_equality
800,устойчивость,tolerance,résistance
801,устойчивость,fastness,résistance
802,устойчивость,fastness,stabilité
803,устойчивость,fastness,solidité
804,устойчивость,robustness,résistance
805,устойчивость,robustness,solidité
806,выставление,exposure,no_equality
807,выставление,nomination,no_equality
808,выставление,exhibiting,no_equality
809,выставление,display,no_equality
810,нести,carry,porter
811,нести,carry,assumer
812,нести,carry,supporter
813,нести,carry,transporter
814,нести,carry,apporter
815,нести,incur,assumer
816,нести,incur,supporter
817,нести,incur,engager
818,нести,incur,subir
819,нести,incur,encourir
820,нести,bring,porter
821,нести,bring,apporter
822,нести,take,assumer
823,нести,take,supporter
824,нести,take,prendre
825,нести,convey,transporter
826,нести,tote,transporter
827,ручка,handle,poignée
828,ручка,handle,anse
829,ручка,pen,stylo
830,ручка,pen,crayon
831,ручка,pen,feutre
832,ручка,pen,plume
833,ручка,pull,no_equality
834,ручка,holder,no_equality
835,ручка,shaft,no_equality
836,ручка,bail,anse
837,отмечаться,show,no_equality
838,отмечаться,note,no_equality
839,отмечаться,celebrate,célébrer
840,отмечаться,highlight,no_equality
841,вековой,secular,séculaire
842,вековой,centennial,centenaire
843,вековой,ageold,séculaire
844,вековой,centuries-old,séculaire
845,вековой,centuries-old,centenaire
846,вековой,ancient,séculaire
847,вековой,century-long,séculaire
848,разведка,intelligence,renseignement
849,разведка,intelligence,intelligence
850,разведка,intelligence,services secrets
851,разведка,intelligence,info
852,разведка,exploration,exploration
853,разведка,exploration,prospection
854,разведка,scout,reconnaissance
855,разведка,reconnoiter,no_equality
856,разведка,explore,no_equality
857,разведка,prospect,prospection
858,пронзить,pierce,transpercer
859,пронзить,pierce,pénétrer
860,пронзить,strike,no_equality
861,пронзить,transfix,transpercer
862,носить,wear,porter
863,носить,wear,mettre
864,носить,wear,habiller
865,носить,wear,revêtir
866,носить,carry,porter
867,носить,carry,transporter
868,носить,carry,avoir
869,носить,carry,mettre
870,носить,worn,no_equality
871,носить,bring,porter
872,носить,bring,mettre
873,подход,approach,approche
874,подход,approach,démarche
875,подход,approach,méthode
876,подход,approach,stratégie
877,подход,approach,attitude
878,подход,approach,conception
879,подход,approach,façon
880,подход,approach,perspective
881,подход,approach,formule
882,подход,access,no_equality
883,подход,touch,no_equality
884,подход,side,no_equality
885,подход,slant,no_equality
886,пункт,paragraph,paragraphe
887,пункт,paragraph,point
888,пункт,paragraph,alinéa
889,пункт,paragraph,article
890,пункт,item,paragraphe
891,пункт,item,point
892,пункт,item,question
893,пункт,item,article
894,пункт,item,élément
895,пункт,item,rubrique
896,пункт,item,poste
897,пункт,point,point
898,пункт,point,question
899,пункт,station,station
900,пункт,pip,no_equality
901,пункт,post,article
902,поворачиваться,turn,tourner
903,поворачиваться,turn,se tourner
904,поворачиваться,twist,tourner
905,поворачиваться,swing,no_equality
906,согласоваться,agree,no_equality
907,согласоваться,conform,no_equality
908,согласоваться,jibe,no_equality
909,продвинутый,advanced,avancé
910,продвинутый,sophisticated,avancé
911,продвинутый,promoted,no_equality
912,продвинутый,moved,avancé
913,конфликтовать,conflict,no_equality
914,конфликтовать,collide,no_equality
915,суета,bustle,no_equality
916,суета,vanity,vanité
917,суета,fuss,tapage
918,суета,rush,no_equality
919,суета,ADO,no_equality
920,суета,hectic,no_equality
921,суета,stir,no_equality
922,суета,scurry,no_equality
923,промежуток,interval,intervalle
924,промежуток,interval,délai
925,промежуток,gap,intervalle
926,промежуток,gap,décalage
927,промежуток,space,intervalle
928,промежуток,lapse,lap
929,промежуток,lapse,intervalle
930,промежуток,lapse,délai
931,завершать,complete,terminer
932,завершать,complete,finaliser
933,завершать,complete,achever
934,завершать,conclude,terminer
935,завершать,conclude,finaliser
936,завершать,conclude,achever
937,завершать,terminate,terminer
938,завершать,finishing,no_equality
939,завершать,wrap,no_equality
940,завершать,accomplish,no_equality
941,завершать,consummate,no_equality
942,холодный,cold,froid
943,холодный,cold,glacé
944,холодный,cold,glacial
945,холодный,chilly,froid
946,холодный,chilly,glacial
947,холодный,bleak,no_equality
948,холодный,hard,no_equality
949,холодный,distant,no_equality
950,холодный,dry,no_equality
951,холодный,stony,no_equality
952,холодный,arctic,glacial
953,послушно,obediently,docilement
954,поддержание,maintenance,maintien
955,поддержание,maintenance,entretien
956,поддержание,sustenance,no_equality
957,поддержание,maintain,no_equality
958,поддержание,support,no_equality
959,поддержание,keeping,maintien
960,поддержание,keeping,maintenir
961,поддержание,keeping,conserver
962,поддержание,uphold,no_equality
963,сексуальность,sexuality,sexualité
964,опорная плоскость,reference plane,no_equality
965,лучший,best,meilleur
966,лучший,best,bon
967,лучший,best,idéal
968,лучший,best,top
969,лучший,top,meilleur
970,лучший,top,top
971,лучший,prime,no_equality
972,лучший,choice,préféré
973,лучший,elegant,no_equality
974,тест,test,test
975,тест,test,examen
976,тест,test,contrôle
977,тест,test,interro
978,тест,test,épreuve
979,тест,test,analyse
980,тест,test,essai
981,тест,test,dépistage
982,тест,benchmark,tester
983,тест,quiz,test
984,тест,quiz,contrôle
985,тест,quiz,interro
986,тест,quiz,questionnaire
987,тест,quiz,quiz
988,выудить,fish out,no_equality
989,выудить,extract,no_equality
990,выудить,dig,no_equality
991,холодильный транспорт,refrigerated transport,no_equality
992,селекция,selection,no_equality
993,селекция,breeding,no_equality
994,наряду,alongside,outre
995,наряду,alongside,en parallèle
996,наряду,together,conjointement
997,интимно,intimately,intime
998,кстати,incidentally,au fait
999,кстати,incidentally,d'ailleurs
1000,кстати,incidentally,à propos
1001,кстати,incidentally,au passage
1002,кстати,incidentally,par ailleurs
1003,кстати,incidentally,soit dit en passant
1004,кстати,handy,no_equality
1005,кстати,appositely,à propos
1006,процент,percent,pourcentage
1007,процент,percent,pour cent
1008,процент,percent,% seulement
1009,процент,interest,intérêt
1010,отвезти,take,emmener
1011,отвезти,take,conduire
1012,отвезти,take,aller
1013,отвезти,take,prendre
1014,отвезти,drive,conduire
1015,отвезти,transport,transporter
1016,общий смысл,general sense,sens général
1017,экзаменационный,examinational,no_equality
1018,экзаменационный,examination,no_equality
1019,слоник,slonik,no_equality
1020,слоник,elephant,éléphant
1021,электроэнергия,electricity,électricité
1022,электроэнергия,electric power,électricité
1023,электроэнергия,electric power,énergie électrique
1024,экстремальный,extreme,extrême
1025,выездной,offsite,no_equality
1026,выездной,exit,no_equality
1027,выездной,field,no_equality
1028,выездной,retreat,no_equality
1029,выездной,traveling,no_equality
1030,выездной,on-site,no_equality
1031,выездной,visit,no_equality
1032,выездной,off-site,no_equality
1033,допускать,allow,permettre
1034,допускать,allow,laisser
1035,допускать,allow,autoriser
1036,допускать,allow,tolérer
1037,допускать,allow,admettre
1038,допускать,allow,accepter
1039,допускать,admit,admettre
1040,допускать,admit,accepter
1041,допускать,admit,laisser entrer
1042,допускать,suppose,admettre
1043,допускать,accept,tolérer
1044,допускать,accept,admettre
1045,допускать,accept,accepter
1046,допускать,tolerate,tolérer
1047,допускать,tolerate,admettre
1048,допускать,tolerate,accepter
1049,допускать,permissible,no_equality
1050,допускать,commit,commettre
1051,допускать,have,tolérer
1052,допускать,grant,autoriser
1053,допускать,grant,admettre
1054,занимать,occupy,occuper
1055,занимать,occupy,prendre
1056,занимать,occupy,exercer
1057,занимать,occupy,remplir
1058,занимать,hold,occuper
1059,занимать,hold,tenir
1060,занимать,hold,assumer
1061,занимать,take,prendre
1062,занимать,take,emprunter
1063,занимать,take,adopter
1064,занимать,take,tenir
1065,занимать,take,assumer
1066,занимать,rank,no_equality
1067,занимать,play,assumer
1068,занимать,fill,occuper
1069,занимать,fill,remplir
1070,занимать,belong,no_equality
1071,занимать,dominate,no_equality
1072,занимать,engage,no_equality
1073,занимать,entertain,occuper
1074,занимать,employ,exercer
1075,требовать,require,exiger
1076,требовать,require,demander
1077,требовать,require,réclamer
1078,требовать,require,nécessiter
1079,требовать,require,imposer
1080,требовать,require,obliger
1081,требовать,require,requérir
1082,требовать,claim,demander
1083,требовать,claim,réclamer
1084,требовать,claim,revendiquer
1085,требовать,claim,prétendre
1086,требовать,call,exiger
1087,требовать,call,demander
1088,требовать,ask,exiger
1089,требовать,ask,demander
1090,требовать,ask,réclamer
1091,требовать,ask,requérir
1092,требовать,take,exiger
1093,требовать,required,no_equality
1094,требовать,want,no_equality
1095,требовать,warrant,nécessiter
1096,требовать,charge,demander
1097,требовать,exact,exiger
1098,требовать,challenge,no_equality
1099,требовать,indicate,no_equality
1100,гениальность,genius,génie
1101,гениальность,genius,ingéniosité
1102,полтинник,fifty,50 ans
1103,полтинник,fifty,50 dollars
1104,слезать,dismount,no_equality
1105,слезать,peel,no_equality
1106,историзм,historicism,no_equality
1107,замещающий,substituting,remplaçant
1108,замещающий,alternate,suppléant
1109,замещающий,alternate,remplaçant
1110,замещающий,replacement,suppléant
1111,замещающий,replacement,remplaçant
1112,замещающий,substitute,remplaçant
1113,вымыть,wash,laver
1114,вымыть,wash,nettoyer
1115,вымыть,flush,no_equality
1116,очень много,very much,beaucoup
1117,очень много,very much,énormément
1118,очень много,lots,énormément
1119,очень много,too many,beaucoup de
1120,очень много,too many,trop
1121,очень много,very numerous,no_equality
1122,очень,very,très
1123,очень,very,vraiment
1124,очень,very,beaucoup
1125,очень,very,bien
1126,очень,very,extrêmement
1127,очень,very,peu
1128,очень,very,fort
1129,очень,very,toute
1130,очень,really,très
1131,очень,really,vraiment
1132,очень,really,beaucoup
1133,очень,really,bien
1134,очень,really,trop
1135,очень,really,tellement
1136,очень,really,vachement
1137,очень,extremely,très
1138,очень,extremely,beaucoup
1139,очень,extremely,extrêmement
1140,очень,extremely,fort
1141,очень,extremely,vivement
1142,очень,extremely,vachement
1143,очень,too,très
1144,очень,too,trop
1145,очень,greatly,très
1146,очень,greatly,beaucoup
1147,очень,greatly,bien
1148,очень,greatly,extrêmement
1149,очень,greatly,grand
1150,очень,greatly,fort
1151,очень,greatly,vivement
1152,очень,terribly,très
1153,очень,terribly,vraiment
1154,очень,terribly,beaucoup
1155,очень,terribly,tellement
1156,очень,terribly,extrêmement
1157,очень,sorely,grand
1158,очень,precious,no_equality
1159,очень,heartily,vraiment
1160,очень,heartily,vivement
1161,очень,overwhelmingly,extrêmement
1162,очень,anxiously,no_equality
1163,очень,violently,no_equality
1164,очень,bloody,no_equality
1165,очень,damnably,vachement
1166,поприще,endeavors,no_equality
1167,поприще,field,no_equality
1168,поприще,arena,no_equality
1169,поприще,stage,no_equality
1170,прокол,puncture,ponction
1171,прокол,puncture,piqûre
1172,прокол,pinhole,piqûre
1173,прокол,prick,piqûre
1174,прокол,punctured,no_equality
1175,воображаемый,imaginary,imaginaire
1176,воображаемый,imagined,imaginaire
1177,воображаемый,imaginative,imaginaire
1178,воображаемый,visionary,no_equality
1179,воображаемый,supposed,no_equality
1180,воображаемый,notional,imaginaire
1181,воображаемый,fancied,no_equality
1182,воображаемый,unreal,no_equality
1183,воображаемый,ideal,no_equality
1184,подниматься,rise,monter
1185,подниматься,rise,lever
1186,подниматься,rise,se lever
1187,подниматься,rise,s'élever
1188,подниматься,lift,lever
1189,подниматься,arise,se lever
1190,подниматься,mount,monter
1191,подниматься,mount,grimper
1192,подниматься,surge,monter
1193,подниматься,scale,grimper
1194,подниматься,scale,escalader
1195,застывать,stiffen,no_equality
1196,застывать,freeze,no_equality
1197,застывать,set,no_equality
1198,перестать,cease,abandonner
1199,перестать,stop,no_equality
1200,перестать,no longer,no_equality
1201,взлетный,takeoff,no_equality
1202,образец,sample,échantillon
1203,образец,sample,spécimen
1204,образец,sample,exemple
1205,образец,sample,prélèvement
1206,образец,sample,éprouvette
1207,образец,model,modèle
1208,образец,model,exemple
1209,образец,specimen,échantillon
1210,образец,specimen,modèle
1211,образец,specimen,spécimen
1212,образец,specimen,exemple
1213,образец,specimen,prélèvement
1214,образец,specimen,éprouvette
1215,образец,pattern,modèle
1216,образец,example,modèle
1217,образец,example,exemple
1218,образец,standard,no_equality
1219,образец,piece,no_equality
1220,образец,Paragon,modèle
1221,образец,Paragon,exemple
1222,образец,Paragon,parangon
1223,образец,sampler,échantillon
1224,образец,design,modèle
1225,образец,form,no_equality
1226,образец,master,no_equality
1227,образец,copy,no_equality
1228,образец,paradigm,modèle
1229,образец,representative,no_equality
1230,образец,exponent,no_equality
1231,образец,cast,no_equality
1232,искусственность,artificiality,no_equality
1233,график работ,schedule of works,no_equality
1234,фронт,front,front
1235,фронт,frontline,no_equality
1236,условие,condition,condition
1237,условие,provision,clause
1238,условие,requirement,condition
1239,условие,requirement,obligation
1240,условие,requirement,règle
1241,условие,string,no_equality
1242,электричество,electricity,électricité
1243,электричество,electricity,courant
1244,электричество,electricity,énergie
1245,электричество,electricity,électrique
1246,электричество,electric,no_equality
1247,там,there,là-bas
1248,там,there,là-dedans
1249,там,there,là bas
1250,там,there,par là
1251,там,therein,là-dedans
1252,там,therein,dedans
1253,там,yonder,là-bas
1254,там,yonder,là-haut
1255,известия,news,nouvelle
1256,известия,intelligence,no_equality
1257,известия,proceedings,no_equality
1258,пальчик,Tom thumb,no_equality
1259,пальчик,finger,doigt
1260,свет,light,lumière
1261,свет,light,jour
1262,свет,light,éclairage
1263,свет,light,feu
1264,свет,light,lueur
1265,свет,light,lampe
1266,свет,world,monde
1267,свет,sunlight,no_equality
1268,свет,society,monde
1269,свет,shine,éclat
1270,свет,colour,no_equality
1271,путешествовать,travel,voyager
1272,путешествовать,tour,voyager
1273,путешествовать,journey,voyager
1274,путешествовать,hike,no_equality
1275,путешествовать,go,no_equality
1276,небесное светило,heavenly body,astre
1277,небесное светило,orb,astre
1278,сбрасывание,dumping,largage
1279,сбрасывание,drop,largage
1280,заказная почта,registered mail,no_equality
1281,подходить,approach,aborder
1282,подходить,approach,approcher
1283,подходить,approach,s'approcher
1284,подходить,fit,convenir
1285,подходить,go,no_equality
1286,подходить,match,no_equality
1287,подходить,suitable,no_equality
1288,подходить,appropriate,no_equality
1289,подходить,right,no_equality
1290,подходить,draw,no_equality
1291,подходить,befit,no_equality
1292,подходить,answer,no_equality
1293,подходить,rise,no_equality
1294,подходить,pertain,no_equality
1295,подходить,dovetail,no_equality
1296,глухой,deaf,sourd
1297,глухой,remote,no_equality
1298,глухой,hollow,no_equality
1299,глухой,dumb,no_equality
1300,глухой,voiceless,sourd
1301,глухой,dull,no_equality
1302,глухой,dead,no_equality
1303,глухой,indistinct,no_equality
1304,глухой,impervious,no_equality
1305,глухой,outlandish,no_equality
1306,светское государство,secular state,état laïc
1307,рычаг,lever,levier
1308,рычаг,lever,manette
1309,рычаг,lever,poignée
1310,рычаг,leverage,levier
1311,рычаг,leverage,influence
1312,рычаг,instrument,no_equality
1313,рычаг,rod,no_equality
1314,рычаг,pry,no_equality
1315,рычаг,heaver,no_equality
1316,занятие,class,no_equality
1317,занятие,lesson,cours
1318,занятие,lesson,séance
1319,занятие,occupation,occupation
1320,занятие,occupation,activité
1321,занятие,occupation,métier
1322,занятие,occupation,travail
1323,занятие,occupation,occuper
1324,занятие,employment,activité
1325,занятие,employment,travail
1326,занятие,exercise,exercice
1327,занятие,pursuit,exercice
1328,занятие,pursuit,passe-temps
1329,занятие,activity,occupation
1330,занятие,activity,activité
1331,занятие,session,cours
1332,занятие,session,séance
1333,занятие,study,no_equality
1334,занятие,work,activité
1335,занятие,work,travail
1336,занятие,business,activité
1337,занятие,business,métier
1338,занятие,business,travail
1339,занятие,pastime,passe-temps
1340,занятие,engagement,no_equality
1341,занятие,study session,no_equality
1342,занятие,calling,métier
1343,занятие,walk,no_equality
1344,оглавление,content,no_equality
1345,оглавление,contents,table des matières
1346,оглавление,contents,index
1347,включать,include,inclure
1348,включать,include,comprendre
1349,включать,include,comporter
1350,включать,include,intégrer
1351,включать,include,prévoir
1352,включать,include,englober
1353,включать,include,inscrire
1354,включать,include,faire figurer
1355,включать,include,contenir
1356,включать,include,indiquer
1357,включать,encompass,inclure
1358,включать,encompass,comprendre
1359,включать,encompass,comporter
1360,включать,encompass,intégrer
1361,включать,encompass,englober
1362,включать,encompass,porter sur
1363,включать,switch,no_equality
1364,включать,embody,inclure
1365,включать,embody,incorporer
1366,включать,comprehend,comprendre
1367,включать,comprehend,englober
1368,включать,comprehend,contenir
1369,достоинство,dignity,dignité
1370,достоинство,dignity,fierté
1371,достоинство,advantage,no_equality
1372,достоинство,quality,qualité
1373,достоинство,quality,valeur
1374,достоинство,worth,no_equality
1375,достоинство,strength,no_equality
1376,достоинство,denomination,valeur
1377,достоинство,worthiness,dignité
1378,достоинство,point,no_equality
1379,взломать,break,casser
1380,взломать,break,percer
1381,взломать,hack,pirater
1382,отовсюду,on every side,no_equality
1383,отовсюду,from all,no_equality
1384,выходить,exit,sortir
1385,выходить,exit,quitter
1386,выходить,face,no_equality
1387,выходить,open,sortir
1388,выходить,open,s'ouvrir
1389,выходить,reach,accéder
1390,выходить,reach,arriver
1391,выходить,issue,no_equality
1392,выходить,walk out,sortir
1393,выходить,walk out,quitter
1394,выходить,walk out,aller
1395,выходить,walk out,partir
1396,сектор,sector,secteur
1397,сектор,sector,industrie
1398,сектор,sector,agriculture
1399,сектор,sector,branche
1400,сектор,quadrant,secteur
1401,сектор,quadrant,quadrant
1402,сектор,segment,secteur
1403,сектор,segment,section
1404,бант,bow,no_equality
1405,бант,knot,no_equality
1406,порвать,break up,rompre
1407,порвать,break up,briser
1408,порвать,break up,rupture
1409,порвать,snap,no_equality
1410,модные товары,fashion goods,no_equality
1411,подпитывать,energize,alimenter
1412,подпитывать,feed,alimenter
1413,подпитывать,feed,nourrir
1414,подпитывать,fuel,alimenter
1415,подпитывать,fuel,nourrir
1416,подпитывать,fuel,attiser
1417,взрывной,explosive,explosif
1418,взрывной,explosive,pyrotechnique
1419,взрывной,blasting,no_equality
1420,взрывной,plosive,no_equality
1421,прийти,come,venir
1422,прийти,come,arriver
1423,прийти,come,aller
1424,прийти,come,passer
1425,прийти,come,rentrer
1426,прийти,get,arriver
1427,прийти,get,aller
1428,прийти,get,trouver
1429,прийти,get,entrer
1430,прийти,cometh,no_equality
1431,прийти,attend,venir
1432,прийти,attend,assister
1433,рекламное сообщение,advertising message,no_equality
1434,рекламное сообщение,advertisement message,no_equality
1435,рекламное сообщение,ad message,no_equality
1436,винодельческое хозяйство,winemaking estate,no_equality
1437,описывать,describe,décrire
1438,описывать,describe,dépeindre
1439,описывать,describe,raconter
1440,описывать,depict,décrire
1441,описывать,depict,dépeindre
1442,описывать,cover,no_equality
1443,описывать,in describing,no_equality
1444,описывать,report,no_equality
1445,описывать,circumscribe,no_equality
1446,описывать,paint,dépeindre
1447,утеплить,insulate,no_equality
1448,утеплить,warm,no_equality
1449,мор,pestilence,peste
1450,мор,pestilence,pestilence
1451,мор,murrain,peste
