,word,rus_word,local_word,examples,local_examples
882,century,веко,paupière,century of our era|twentieth centuries|american century|past century,siècle de notre ère|xxe siècles|américain siècle|depuis un siècle
883,century,столетие,siècle,next century|long century|century of war|third century,prochain siècle|long siècle|siècle de guerre|troisième siècle
884,century,век,siècle,Centuries of Financial Folly,Des siècles de folie financière
885,size,размер,taille,file size|different size|family size|maximum size,la taille du fichier|de taille différente|la taille de la famille|taille maximale
886,size,объем,volume,total size|memory size|size of the losses,taille totale|la taille de la mémoire|la taille des pertes
887,size,величина,valeur,various size,de tailles différentes
888,size,площадь,superficie,,
889,size,масштаб,échelle,sizes of attacks,les tailles des attaques
890,size,типоразмер,modèle,size aa,taille aa
891,electricity,электроэнергия,énergie électrique,Tajik electricity|turkmen electricity|cheap electricity|Kyrgyz electricity,L'électricité tadjike|électricité au Turkménistan|électricité bon marché|Kirghize de l'électricité
892,electricity,электричество,électricité,static electricity,l'électricité statique
893,electricity,энергия,énergie,solar electricity,l'électricité solaire
894,electricity,электроснабжение,alimentation électrique,,
895,elephant,слон,éléphant,white elephant,éléphant blanc
896,else,иначе,sinon,,
897,else,в другом месте,ailleurs,,
898,empty,пустой,vide,almost empty|completely empty,presque vide|complètement vide
899,empty,бессодержательный,dépourvu d'idées,,
900,empty,опустошить,dévaster,to empty the bottle,pour vider la bouteille
901,empty,очистить,nettoyer,,
902,empty,вылить,verser,,
903,empty,почистить,nettoyer,,
904,engine,двигатель,moteur,diesel engine|internal combustion engine|steam engine|engine of growth,moteur diesel|moteur à combustion interne|moteur à vapeur|le moteur de la croissance
905,engine,движок,curseur,graphics engine|script engine,moteur graphique|moteur de script
906,engine,мотор,moteur,,
907,engine,engines,engines,,
908,engine,локомотив,locomotive,operating engines,d'exploitation moteurs
909,engineer,инженер,ingénieur,naval engineer,ingénieur naval
910,engineer,инженерных кадров,personnel d'Ingénierie,,
911,engineer,engineers,engineers,,
912,engineer,сапер,sapeur,,
913,engineer,изобретатель,inventeur,different engineers,différents ingénieurs
914,engineer,сконструировать,construire,,
915,engineer,конструировать,concevoir,,
916,enough,достаточно,assez,,
917,enough,настолько,tant,,
918,enough,недостаточно,pas assez,,
919,enough,достаточно,assez,I've seen enough,J'en ai assez vu
920,enough,довольно,assez,She was pale enough so everybody wondered what was going wrong,Elle était assez pâle pour que tout le monde se demande ce qui allait mal.
921,enter,ввести,taper,to enter later in the process|to enter the other account|to enter keywords|to enter the number,pour entrer plus tard dans le processus|pour entrer dans le compte d'autres|pour entrer des mots clés|pour entrer le numéro de
922,enter,войти,entrer,to enter the room|to enter the building|to enter the old city|to enter the house,pour entrer dans la chambre|pour entrer dans le bâtiment|pour entrer dans la vieille ville|pour entrer dans la maison
923,enter,входить,entrer,,
924,enter,вступить,prendre pied,to enter into force,pour entrer en vigueur
925,enter,вводить,introduire,,
926,enter,вступать,entrer,,
927,enter,проникнуть,pénétrer,to enter the mosques|to enter the airport,pour entrer dans les mosquées|pour entrer dans l'aéroport
928,enter,указать,indiquer,to Please enter your Postal index|to enter your Postal index,Veuillez entrer votre code Postal|pour entrer votre index Postal
929,enter,поступить,recevoir,,
930,entrance,вход,entrée,private entrance|free entrance|entrance to the mine|main entrance,entrée privée|entrée libre|entrée de la mine|l'entrée principale
931,entrance,въезд,entrée,northern entrance,entrée nord
932,entrance,подезд,подезд,sixth entrance,sixième entrée
933,entrance,поступление,recette,Annual entrance,D'entrée annuelle
934,entrance,выход,sortie,,
935,entrance,вступление,entrée,,
936,advice,совет,Soviet,good advice|professional advice|IMF advice|practical advice,de bons conseils|conseils de professionnels|Les conseils du FMI|conseils pratiques
937,advice,консультация,consultation,legal advice|technical advice|just such advice|financial advice,conseils juridiques|conseils techniques|de tels conseils|conseils financiers
938,advice,рекомендация,recommandation,specific advice|trading advice|irresponsible advice|medical advice,des conseils spécifiques|des conseils de trading|irresponsable conseils|conseils médicaux
939,advice,консультирование,conseiller,psychological advice,psychologique
940,aeroplane,аэроплан,aéroplane,,
941,envelope,конверт,enveloppe,sealed envelope,enveloppe scellée
942,envelope,оболочка,coquille,,
943,envelope,огибающая,enveloppe,,
944,envelope,конвертик,enveloppe,,
945,especially,особенно,particulièrement,,
946,especially,в особенности,surtout,,
947,especially,специально,spécialement,,
948,especially,в частности,en particulier,,
949,euro,европейский,européen,,
950,euro,евро,euro,casino euro|strong euro,casino euro|la force de l'euro
951,euro,еврозона,zone Euro,,
952,even,четный,pair,,
953,even,ровный,lisse,,
954,even,равномерный,uniforme,,
955,even,еще,encore,,
956,even,выровнять,aligner,,
957,everyone,каждый / любой,tout le monde / tout le monde,Everyone could use it,Tout le monde peut l'utiliser
958,against,против,contre,,
959,against,по отношению к,par rapport à,,
960,everything,весь / всё,tout / tous les,Everything else doesn't matter,Tout le reste n'a pas d'importance
961,everywhere,везде,partout,,
962,everywhere,повсюду,partout,,
963,everywhere,повсеместно,omniprésent,,
964,everywhere,во всем мире,partout dans le monde,,
965,everywhere,всюду,partout,,
966,age,стареть,vieillir,,
967,age,постареть,vieillir,,
968,age,состарить где-то,vieillir quelque part,,
969,exactly,точно,exactement,,
970,exactly,именно,Exactement,,
971,exactly,в точности,exactement,,
972,exactly,совсем,tout à fait,,
973,exactly,ровно,exactement,,
974,exactly,как раз,juste,,
975,exam,экзамен,examen,entrance exam|state exam|final exam|important exam,examen d'entrée|examen d'état|examen final|examen important
976,exam,осмотр,inspection,free exam|medical exam,libre examen|examen médical
977,exam,обследование,enquête,,
978,examination,экзамен,examen,entrance examination|dele examination|final examination|intermediate examination,examen d'entrée|l'examen dele|examen final|examen intermédiaire
979,examination,исследование,étude,roentgenologic examination|economic examination|thorough examination|most definitive examination,examen roentgenologique|économique de l'examen|examen approfondi|examen le plus définitif
980,examination,обследование,enquête,relevant examination|medical examination|far examination|free medical examination,examen|l'examen médical|loin d'examen|libre examen médical
981,examination,экспертиза,examen,forensic examination|selective examination,examen médico-légal|un examen sélectif
982,examination,проверка,vérification,serious examination,sérieux examen
983,examination,осмотр,inspection,physical examination,l'examen physique
984,examination,рассмотрение,examen,careful examination,un examen attentif
985,examination,изучение,étude,critical examination,l'examen critique
986,examination,освидетельствование,examen,,
987,excellent,отличный,excellent,,
988,excellent,прекрасный,beau,,
989,excellent,превосходный,excellent,,
990,excellent,великолепный,magnifique,,
991,excellent,замечательный,merveilleux,,
992,excellent,удобный,confortable,,
993,excellent,первоклассный,de premier ordre,,
994,excellent,безупречный,impeccable,,
995,except,кроме,sauf,,
996,except for,кроме,sauf,,
997,exercise,учение,doctrine,joint exercise|counter-terrorism exercise|naval exercise|peacekeeping exercise,l'exercice conjoint|exercice de lutte contre le terrorisme|l'exercice naval|de maintien de la paix de l'exercice
998,exercise,упражнение,exercice,ballet exercises|exercise of power|cynical exercise|beautiful exercise,exercices de ballet|l'exercice du pouvoir|cynique exercice|bel exercice
999,exercise,занятие,leçon,practical exercise,exercice pratique
1000,exercise,тренировка,entraînement,,
1001,exercise,физические упражнения,exercices physiques,physical exercise,l'exercice physique
1002,exercise,осуществлять,exercer,,
1003,exercise,проявлять,manifester,,
1004,exercise,тренироваться,s'entraîner,,
1005,exercise,осуществить,réaliser,to exercise their right,pour l'exercice de leur droit
1006,exercise,позаниматься,travailler,,
1007,exercise,отрабатываться,travailler dur,,
1008,exercise,тренировать,entraîner,,
1009,exercise,поупражняться,s'entraîner,,
1010,exercise,руководствоваться,s'inspirer,,
1011,exit,выход,sortie,emergency exit|exit from the eurozone|exit from the monetary union|possible exit,sortie de secours|sortie de la zone euro|sortie de l'union monétaire|sortie possible
1012,exit,выезд,départ,second exit,deuxième sortie
1013,exit,съезд,congrès,first exit,première sortie
1014,exit,уход,soin,,
1015,exit,вывод,conclusion,phased exit,départ progressif
1016,exit,развязка,découplage,,
1017,exit,отступление,dérogation,,
1018,exit,выйти,sortir,to exit any open programs,pour quitter tous les programmes ouverts
1019,exit,покинуть,quitter,,
1020,exit,выходить,sortir,,
1021,exit,покидать,quitter,,
1022,exit,уходить,s'en aller,,
1023,exit,завершиться,se terminer,,
1024,explain,объяснить,expliquer,to explain consciousness|to explain concepts|to explain the Maoists' unprecedented triumph|to explain in part,pour expliquer la conscience|pour expliquer les concepts|pour expliquer le triomphe sans précédent des maoïstes|pour expliquer en partie
1025,explain,объяснять,expliquer,to explain this apparent contradiction|to explain these things|to explain insurance policies|to explain today's problems,pour expliquer cette apparente contradiction|pour expliquer ces choses|pour expliquer les polices d'assurance|pour expliquer les problèmes d'aujourd'hui
1026,explain,пояснить,expliquer,,
1027,explain,объясняться,s'expliquer,,
1028,explain,рассказать,raconter,,
1029,explain,пояснять,expliquer,,
1030,explain,рассказывать,raconter,,
1031,explain,разъяснять,expliquer,,
1032,explain,разъяснить,clarifier,,
1033,extra,дополнительный,supplémentaire,,
1034,extra,дополнительная услуга,service supplémentaire,,
1035,extra,добавок,additif,,
1036,extra,статист,comparse,,
1037,extra,дополнительное удобство,commodité supplémentaire,,
1038,fact,факт,fait,simple fact|interesting fact|historical fact|obvious fact,simple fait|fait intéressant|fait historique|fait évident
1039,fact,обстоятельство,circonstance,,
1040,fail,фэйл,Fale,,
1041,fail,провалиться,échouer,,
1042,fail,обанкротиться,faire faillite,,
1043,fail,потерпеть неудачу,échouer,,
1044,fail,несостояться,échec,,
1045,fail,провалить,échouer,to fail in your exam|to fail the test,échouer à votre examen|l'échec de l'épreuve
1046,fail,терпеть неудачи,défaillir,,
1047,fail,потерпеть крах,effondrer,,
1048,fail,подвести,amener,,
1049,fail,не смочь,ne pas humidifier,,
1050,fair,справедливый,équitable,,
1051,fair,честный,honnête,,
1052,fair,беспристрастный,impartial,,
1053,fair,добросовестный,de bonne foi,,
1054,fair,ярмарка,foire,trade fair|international fair|job fair|book fair,foire|la foire internationale de|salon de l'emploi|la foire du livre de
1055,fair,выставка,exposition,world's fair|international trade fair|building fair,monde juste|foire commerciale internationale|building
1056,fall,падение,chute,communism's fall|free fall|serious fall|price fall,la chute du communisme|chute libre|chute grave|chute des prix
1057,fall,осень,automne,next fall,l'automne prochain
1058,fall,спад,récession,,
1059,fall,водопад,cascade,,
1060,fall,снижение,réduction,fall in child mortality,la chute de la mortalité infantile
1061,fall,свержение,renversement,,
1062,fall,понижение,abaissement,fall of income indices,baisse des indices de revenu
1063,fall,грехопадение,chute,,
1064,fall,упадок,déclin,,
1065,fall,упасть,tomber,to fall sharply|to fall downward|to fall more sharply|to fall again,une forte baisse de la|à tomber vers le bas|pour tomber plus fortement|à tomber à nouveau
1066,fall,падать,tomber,to fall everywhere|to fall in the forest,à tomber partout|à l'automne dans la forêt
1067,fall,снизиться,diminuer,,
1068,fall,пасть,tomber,,
1069,fall,сократиться,diminuer,,
1070,fall,снижаться,baisser,,
1071,fall,погибнуть,périr,,
1072,fall,опускаться,descendre,,
1073,fall,попалить,frapper,to fall under a tram-car,pour tomber sous le tramway
1074,fall down,упасть,tomber,,
1075,fall down,падать,tomber,,
1076,fall down,развалиться,se prélasser,,
1077,fall down,уменьшаться,diminuer,,
1078,fall apart,развалиться,se prélasser,,
1079,fall apart,распасться,se désagréger,,
1080,fall apart,распалиться,распалиться,,
1081,fall apart,разваливаться,s'écrouler,,
1082,fall apart,разлагаться,se décomposer,,
1083,fall apart,распадаться,se désintégrer,,
1084,fall back,прибегать,recourir,,
1085,fall back,возвратиться,retourner,,
1086,fall back,всегда ссылаться,toujours référencer,,
1087,fall back,ссылаться,invoquer,,
1088,fall short,не соответствовать,ne pas correspondre,,
1089,fall short,не отвечать,ne pas répondre,,
1090,agree,согласиться,accepter,to agree sadly,"d'accord, malheureusement"
1091,agree,соглашаться,consentir,,
1092,agree,договориться,se mettre d'accord,,
1093,agree,согласовать,convenir,,
1094,agree,сходиться,converger,,
1095,agree,прислать,envoyer,,
1096,agree,обязоваться,обязоваться,,
1097,agree,удаваться,réussir,,
1098,agree upon,согласовать,convenir,,
1099,agree upon,оговорить,stipuler,,
1100,agree upon,согласовываться,s'accorder,,
1101,air,воздушный,aérien,,
1102,air,авиационный,aéronautique,,
1103,air,противовоздушный,antiaérien,,
1104,air,пневматический,pneumatique,,
1105,air,атмосферный,atmosphérique,,
1106,air,военно-воздушный,armée de l'air,,
1107,air,вентиляционный,de ventilation,,
1108,air,воздух,air,fresh air|compressed air|mountain air|clean air,de l'air frais|de l'air comprimé|l'air de la montagne|la propreté de l'air
1109,air,эфир,éther,,
1110,air,авиация,aviation,,
1111,air,небо,ciel,open air,open air
1112,air,странслироваться,strangler,,
1113,air,странслировать,strangler,,
1114,air,проветривать,aérer,,
1115,airport,аэродромный,aérodrome,,
1116,airport,аэропорт,aéroport,international airport|island airport|destination airport|local airport,l'aéroport international de|aéroport de l'île de|aéroport de destination|aéroport local
1117,fan,вентилятор,ventilateur,ceiling fan|centrifugal fan|axial fan|electric fan,ventilateur de plafond|ventilateur centrifuge|ventilateur axial|ventilateur électrique
1118,fan,фанат,fanatique,football fan|true fan|real fan|long-haired fans,fan de football|vrai fan|vrai fan|ventilateurs à cheveux longs
1119,fan,болельщик,fan,Pakistani fans|sports fan|cricket fan|Kazakh fans,Fans pakistanais|fan de sport|fan de cricket|Le Kazakh fans
1120,fan,поклонник,fan,Erasure fan|old fan|music fan|fan of the band,Ventilateur d'effacement|ancien ventilateur|fan de musique|fan de la bande
1121,fan,любитель,amateur,,
1122,fan,разжигать,attiser,,
1123,fan,раздуть,gonfler,,
1124,fan,раздувать,gonfler,,
1125,fantastic,фантастический,fantastique,,
1126,fantastic,замечательный,merveilleux,,
1127,fantastic,сказочный,fabuleux,,
1128,fantastic,великолепный,magnifique,,
1129,fantastic,удивительный,étonnant,,
1130,fantastic,превосходный,excellent,,
1131,fantastic,невероятный,incroyable,,
1132,fantastic,причудливый,fantasque,,
1133,far,дальний,lointain,,
1134,far,далекий,lointain,,
1135,far,дальше,plus loin,,
1136,far,дальнейший,ultérieur,,
1137,far,крайний,extrême,,
1138,far,гораздо,beaucoup,,
1139,far,намного,beaucoup,,
1140,far,далеко,loin,,
1141,far,значительно,considérablement,,
1142,farmer,крестьянин,paysan,landless farmers|Romanian farmers,agriculteurs sans terre|Agriculteurs roumains
1143,farmer,хозяйство,ménage,cotton farmer,cultivateur de coton
1144,farmer,дехкане,dehkane,,
1145,farmer,фермер,agriculteur,poverty - stricken farmer|substantial farmer,frappés par la pauvreté agriculteur|substantielle de l'agriculteur
1146,farmer,сельхозпроизводитель,producteur agricole,,
1147,farmer,аграрий,agraire,,
1148,farmer,земледелие,agriculture,,
1149,farmer,фермерство,les fermiers,,
1150,farmer,дехканин,dehkanin,,
1151,fashion,мода,mode,high fashion|economic fashion|children’s fashion|fast fashion,la haute couture|économique de la mode|les enfants de la mode|fast fashion
1152,fashion,мод,modes,,
1153,fashion,образ,manière,,
1154,fashion,манера,manière,more enlightened fashion,manière plus éclairée
1155,fashion,одежда,vêtement,cheap trendy fashion,mode à la mode bon marché
1156,quite,довольно,assez,,
1157,quite,совсем,tout à fait,,
1158,quite,достаточно,assez,,
1159,quite,вполне,tout à fait,,
1160,quite,совершенно,totalement,,
1161,quite,весьма,très,,
1162,alarm,тревога,anxiété,false alarm|growing alarm,fausse alarme|croissance de l'alarme
1163,alarm,сигнализация,signalisation,burglar alarm|smoke alarm|audible alarm,l'alarme de cambrioleur|détecteur de fumée|alarme sonore
1164,alarm,будильник,réveil,built-in alarm,alarme intégrée
1165,alarm,сигнал,signal,,
1166,alarm,испуг,frayeur,,
1167,alarm,срабатывание,déclenchement,,
1168,alarm,волнение,excitation,,
1169,alarm,извещатель,détecteur,,
1170,alarm,настораживать,alarmer,,
1171,alarm,встревожить,alarmer,,
1172,alarm,вызывать тревогу,déclencher une alarme,,
1173,alarm,беспокоить,déranger,,
1174,alarm,пугать,effrayer,,
1175,alarm,обеспокоиться,s'inquiéter,,
1176,album,альбом,album,first album|debut album|solo album|second album,premier album|premier album|album solo|deuxième album
1177,alcohol,алкоголь,alcool,,
1178,alcohol,спирт,alcool,brandy alcohol|pure alcohol,brandy alcool|alcool pur
1179,alcohol,алкогольный напиток,boisson,,
1180,alcohol,алкоголизм,alcoolisme,,
1181,alcohol,алкогольной продукции,produits alcoolisés,,
1182,alcohol,спиртной напиток,spiritueux,,
1183,alcohol,употребление алкоголя,consommation d'alcool,drinking alcohol,boire de l'alcool
1184,almost,почти,Presque,,
1185,almost,практический,pratique,,
1186,alone,одинокий,solitaire,,
1187,alone,только,seulement,,
1188,alone,в одиночку,en solo,,
1189,alone,самостоятельно,indépendamment,,
1190,field,полевой,des champs,,
1191,field,выездной,de sortie,,
1192,field,поле,champ,magnetic field|cotton field|soccer field|electric field,champ magnétique|champ de coton|terrain de football|champ électrique
1193,field,область,domaine,various field|field of telecommunications|field of application|field of medicine,divers domaine|domaine des télécommunications|champ d'application|domaine de la médecine
1194,field,пола,plancher,search field|football field|input field|dusty field,champ de recherche|terrain de football|champ de saisie|terrain poussiéreux
1195,field,сфера,sphère,field of activity|field of construction|commercial field|social field,domaine d'activité|domaine de construction|commercial terrain|domaine social
1196,field,месторождение,gisement,gas field|diamond field|large field|silver field,champ de gaz|champ de diamant|grand champ|champ d'argent
1197,field,отрасль,industrie,field of economy|legal field|construction field|petrochemical field,"champ de l'économie|domaine juridique|secteur de la construction,|domaine de la pétrochimie"
1198,field,направление,direction,field of study,champ de l'étude
1199,field,площадка,aire,sports field|paintball field|Millennium field|lighted sports field,terrain de sport|terrain de paintball|Millénaire pour le champ|éclairé terrain de sport
1200,field,выставить,exposer,to field a single Olympic team,pour former une seule équipe olympique
1201,field,отбивать,repousser,,
1202,field,выдвигать,mettre en avant,,
1203,field,выдвинуть,mettre en avant,,
1204,field,выставлять,exposer,,
1205,fifth,в-пятых,"cinquièmement,",,
1206,fifth,пятое место,cinquième place,,
1207,fifth,пята,talon,,
1208,file,файл,fichier,configuration file|answer file|text file|temporary file,fichier de configuration|fichier de réponses|fichier texte|fichier temporaire
1209,file,подать,déposer,to file a lawsuit,pour déposer une poursuite
1210,file,обратиться,se tourner,,
1211,file,предъявить,présenter,,
1212,file,подаваться,se servir,,
1213,file,храниться,se trouver,,
1214,file,заполнять,remplir,,
1215,file,возбудить,exciter,,
1216,file,составить отчёты,faire des rapports,,
1217,file,выдвигать,mettre en avant,,
1218,fill,заполнение,remplissage,void fill,le remplissage de vide
1219,fill,заполнить,remplir,to fill the form|to fill in|to fill in the form|to fill the form below,pour remplir le formulaire|pour remplir|pour remplir le formulaire|de remplir le formulaire ci-dessous
1220,fill,заполнять,remplir,to fill in all the cracks,pour remplir toutes les fissures
1221,fill,наполнять,remplir,,
1222,fill,наполнить,remplir,,
1223,fill,занять,occuper,,
1224,fill,ввести,taper,,
1225,fill,восполнить,combler,,
1226,fill,заполняться,se peupler,,
1227,fill,наполниться,se remplir,,
1228,fill out,заполнить,remplir,,
1229,fill out,заполнять,remplir,,
1230,fill up,заполнить,remplir,,
1231,fill up,пополнить,reconstituer,,
1232,fill up,заполнять,remplir,,
1233,fill up,наполнять,remplir,,
1234,final,окончательный,final,,
1235,final,конечный,final,,
1236,final,заключительный,final,,
1237,final,финальный,final,,
1238,final,итоговый,final,,
1239,final,готовый,prêt à,,
1240,final,финал,final,world cup final|cup final|President's Cup final|thrilling final,finale de coupe du monde|la finale de la coupe|Le président de la finale de la Coupe|fin palpitante
1241,final,финальная стадия,phase finale,,
1242,finally,наконец,enfin,,
1243,finally,в конце концов,après tout,,
1244,finally,наконец-то,enfin,,
1245,finally,окончательно,définitivement,,
1246,finger,палец,doigt,index finger|ring finger|long finger|real fingers,l'index|annulaire|long doigt|réel doigts
1247,finger,fingers,fingers,,
1248,finger,перст,doigt,,
1249,fire,пожарный,pompier,,
1250,fire,огневой,de feu,,
1251,fire,дымогарный,fumoir,,
1252,fire,огнеупорный,réfractaire,,
1253,fire,противопожарный,contre l'incendie,,
1254,fire,огонь,feu,open fire|enemy fire|return fire|automatic fire,feu ouvert|le feu de l'ennemi|de retour de feu|automatique d'incendie
1255,fire,пожар,incendie,forest fire|electrical fire|frequent forest fires|raging fire,feu de forêt|les incendies d'origine électrique|feux de forêt fréquents|l'incendie fait rage
1256,fire,камин,cheminée,real fire|cosy open fire,vrai feu|agréable cheminée à foyer ouvert
1257,fire,костер,feu de camp,,
1258,fire,обстрел,bombardement,,
1259,fire,стрельба,tir,,
1260,fire,перестрелка,fusillade,,
1261,fire,уволить,mettre à pied,to simply fire his prime minister|to fire his prime minister,pour virer simplement son premier ministre|pour virer son premier ministre
1262,fire,выпустить,publier,,
1263,fire,стрелять,tirer,to fire guns in the air,à feu armes à feu dans l'air
1264,fire,обстрелять,bombarder,to fire at a border post,tirer sur un poste frontière
1265,fire,открыть огонь,ouvrir le feu,,
1266,fire,увольнять,licencier,to fire employees,pour licencier des employés
1267,fire,выстрелить,tirer,,
1268,fire,произвести,produire,,
1269,fire,применить,appliquer,to fire tear gas,pour tirer du gaz lacrymogène
1270,fire up,запускать,exécuter,,
1271,fish,рыбачить,être pêcheur,,
1272,fish,ловить рыбу,pêcher,,
1273,fish,удить,pêche,,
1274,fish,выловить,pêcher,,
1275,fish,ловить,attraper,,
1276,fishing,рыбная ловля,pêche,,
1277,fishing,рыбалка,pêcher,sport fishing|winter fishing,la pêche sportive|la pêche d'hiver
1278,fishing,рыболовство,pêche,industrial fishing|amateur fishing|commercial fishing,la pêche industrielle|amateur de pêche|la pêche commerciale
1279,fishing,ловля,pêche,,
1280,fishing,лов,capture,,
1281,fishing,любители рыбалки,amateurs de pêche,,
1282,fishing,вылов,prises,sturgeon fishing,la pêche à l'esturgeon
1283,fishing,рыбное хозяйство,pêcheries,,
1284,fishing,промысел,pêche,,
1285,fit,стройный,svelte,,
1286,fit,посадка,atterrissage,,
1287,fit,приступ,crise,,
1288,fit,соответствие,conformité,,
1289,fit,припадок,convulsion,,
1290,fit,порыв,allant,fit of passion,ajustement de la passion
1291,fit,физическая форма,forme physique,,
1292,fit,подбор,sélection,,
1293,fit,подходить,convenir,to fit perfectly,pour s'adapter parfaitement
1294,fit,соответствовать,correspondre à,to fit that description,pour correspondre à cette description
1295,fit,вписываться,s'inscrire,to fit very well,pour s'adapter très bien
1296,fit,помещаться,se placer,,
1297,fit,подойти,s'approcher de,,
1298,fit,отвечать,répondre,,
1299,fit,поместиться,se placer,,
1300,fit,укладываться,empilant,,
1301,fit,уместиться,se placer,,
1302,flight,рейс,vol,international flight|connecting flight|charter flight|regular flight,vol international|vol de correspondance|un vol charter|vol régulier
1303,flight,полет,vol,space flight|first flight|first space flight|Creative Flight,de vol dans l'espace|premier vol|premier vol dans l'espace|Créatrice De Vol
1304,flight,самолет,avion,,
1305,flight,перелет,vol,long flight,long vol
1306,flight,авиарейс,vol,domestic flight,vol domestique
1307,flight,бегство,escapade,capital flight,la fuite des capitaux
1308,flight,вылет,départ,,
1309,flight,авиабилет,billet d'avion,,
1310,along,вдоль,le long de,,
1311,along,вдоль,le long de,,
1312,along with,вместе с,en compagnie de,,
1313,along with,наряду с,parallèlement,,
1314,along with,совместно с,en association avec,,
1315,along with,помимо,malgré,,
1316,bedroom,спальня,chambre à coucher,separate bedroom|spacious bedroom|double bedroom|large bedroom,chambre à coucher séparée|chambre spacieuse|chambre double|grande chambre à coucher
1317,beer,пиво,bière,draft beer|cold beer|belgian beer|Czech beer,la bière à la pression|bière froide|bière belge|La bière tchèque
1318,beer,сорта пива,variétés de bière,,
1319,before,прежде,avant,,
1320,before,назад,en arrière,,
1321,before,до,avant,,
1322,before,перед,avant,,
1323,before,пока не,pas encore,Let's just stop it now before we start saying things we might regret later,Arrêtons ça maintenant avant de commencer à dire des choses que nous regretterons peut-être plus tard.
1324,before,прежде чем,avant,She went away before I could say anything,Elle est partie avant que je puisse dire quoi que ce soit.
1325,begin,начать,commencer,to begin work|to begin the game|to begin an investigation|to begin his drug war,pour commencer à travailler|pour commencer le jeu|pour commencer une enquête|pour commencer sa guerre contre les drogues
1326,begin,начинать,commencer,to begin his story|to begin the test company,pour commencer son histoire|pour commencer la société d'essai
1327,begin,начинаться,commencer,to begin with the first step,pour commencer la première étape
1328,begin,стать,devenir,,
1329,begin,начаться,commencer,to begin this week,pour commencer cette semaine
1330,begin,приступить,commencer à,,
1331,behind,позади,derrière,,
1332,behind,сзади,par derrière,,
1333,behind,за,pour,,
1334,behind,позади,derrière,,
1335,below,ниже,plus bas,,
1336,below,внизу,en bas,,
1337,below,снизу,d'en bas,,
1338,best,лучший,meilleur,very best,meilleur
1339,best,наилучший,le meilleur,,
1340,best,лучше,C'est mieux,,
1341,best,самый,même,,
1342,best,оптимальный,optimal,,
1343,best,максимум усилий,maximum d'efforts,,
1344,best,отель best,hôtel best,Hotel Best,Hôtel Best
1345,best,мерея,Merea,,
1346,best,максимум,maximum,,
1347,best,Бриф,Brief,,
1348,good,хороший,bon,very good|really good|especially good|pretty good,très bon|vraiment bon|particulièrement bon|assez bon
1349,good,добрый,bon,,
1350,good,отличный,excellent,,
1351,good,полезный,utile,good for the economy,bon pour l'économie
1352,good,неплохой,assez bon,,
1353,good,правильный,correct,,
1354,well,здоровый,sain,,
1355,well,наилучший,le meilleur,,
1356,well,зажиточный,aisé,,
1357,well,колодезный,de puits,,
